entity1,relation,entity2
精原细胞瘤,并发症,睾丸癌
结肠息肉和息肉病,并发症,大肠癌
筋瘤,并发症,血栓性浅静脉炎
急性上呼吸道感染,并发症,中耳炎
急性上呼吸道感染,并发症,肾小球肾炎
膀胱上内疝,并发症,腹痛
急性上呼吸道感染,并发症,风湿病
膀胱上内疝,并发症,肠梗阻
膀胱葡萄状肉瘤,并发症,神经纤维瘤病
膀胱上内疝,并发症,便秘
贲门黏膜撕裂综合征,并发症,便血
膀胱输尿管反流,并发症,尿路感染
膀胱平滑肌瘤,并发症,子宫肌瘤
急性上呼吸道感染,并发症,鼻窦炎
膀胱与尿道结石,并发症,肾周围炎
盘尾丝虫病,并发症,青光眼
盘尾丝虫病,并发症,侏儒症
盆腔脓肿,并发症,腹腔脓肿
盘尾丝虫病,并发症,股疝
盆腔脓肿,并发症,感染性休克
贫血伴发的精神障碍,并发症,失眠
贫血伴发的精神障碍,并发症,贫血
湿热病,并发症,恶寒发热
前列腺增生,并发症,膀胱结石
前列腺增生,并发症,尿路感染
前列腺增生,并发症,痔疮
生长激素缺乏症,并发症,发育迟缓
缩窄性心包炎,并发症,血栓形成
Poncet综合征,并发症,颈淋巴结结核
缩窄性心包炎,并发症,肝硬化
Shy-Drager综合征,并发症,共济失调
神经系统的放射性损伤,并发症,脑膜瘤
神经系统的放射性损伤,并发症,放射性脊髓病
手足心热,并发症,月经量少
单心房,并发症,充血性心力衰竭
毒虫螫咬伤,并发症,过敏性休克
单心房,并发症,脑栓塞
单纯性下肢静脉曲张,并发症,血栓性静脉炎
大叶性肺炎,并发症,脓胸
窦性停搏,并发症,阿-斯综合征
蜈蚣蜇伤,并发症,头痛
蜈蚣蜇伤,并发症,恶心和呕吐
大叶性肺炎,并发症,肺脓肿
大叶性肺炎,并发症,败血症
无症状型心肌缺血,并发症,猝死
胃恶性淋巴瘤,并发症,肠梗阻
微血管病性溶血性贫血,并发症,贫血
胃畸胎瘤,并发症,贫血
胃恶性淋巴瘤,并发症,腹痛
韦格纳肉芽肿性巩膜炎,并发症,青光眼
胃恶性淋巴瘤,并发症,腹胀
韦格纳肉芽肿性巩膜炎,并发症,前葡萄膜炎
低氯性碱中毒,并发症,低钾血症
韦格内肉芽肿,并发症,葡萄球菌感染
韦格纳肉芽肿性巩膜炎,并发症,白内障
蛋白质缺乏症,并发症,肾小球肾炎
尾神经丛痛,并发症,躯体感觉障碍
胃隔膜,并发症,双胃
表层巩膜炎,并发症,青光眼
尾蚴性皮炎,并发症,丘疹性荨麻疹
包涵体性结膜炎,并发症,呼吸道感染
表层巩膜炎,并发症,白内障
玻璃体出血,并发症,视网膜脱离
鼻腔异物,并发症,鼻窦炎
鼻息肉,并发症,鼻炎
暴露性角膜炎,并发症,角膜溃疡
鼻腔异物,并发症,鼻中隔穿孔
鼻中隔偏曲,并发症,鼻中隔脓肿
鼻咽癌,并发症,偏头痛
爆震性耳聋,并发症,听力障碍
柏哲病,并发症,乳腺癌
鼻中隔偏曲,并发症,鼻中隔穿孔
Rotor综合征,并发症,腹痛
褥疮,并发症,败血症
鼻中隔偏曲,并发症,鼻中隔血肿
尾蚴性皮炎,并发症,红斑
委内瑞拉马脑炎,并发症,呼吸衰竭
尾痛症,并发症,腰椎间盘突出
鼻硬结病,并发症,鼻出血
软下疳,并发症,梅毒
鼻出血,并发症,慢性疾病的贫血
软下疳,并发症,水肿
软下疳,并发症,包茎
软下疳,并发症,尿道狭窄
软下疳,并发症,嵌顿包茎
低氯性碱中毒,并发症,谵妄
软下疳,并发症,腹股沟肉芽肿
输卵管狭窄,并发症,子宫内膜异位症
妊娠期心脏病,并发症,肺栓塞
妊娠合并甲亢,并发症,胎儿窘迫
妊娠合并糖尿病,并发症,昏迷
妊娠合并糖尿病,并发症,腹泻
妊娠合并甲亢,并发症,胎盘早剥
糖原贮积病,并发症,腹水
妊娠合并甲亢,并发症,妊高征
妊娠合并病毒性肝炎,并发症,弥散性血管内凝血
听力障碍,并发症,耳鸣
特发性黄斑部前膜,并发症,水肿
妊娠合并甲亢,并发症,I型糖尿病
听力障碍,并发症,耳聋
头皮糠疹,并发症,脓毒症和菌血症
乳管内乳头状瘤,并发症,乳腺导管瘤
糖原贮积病,并发症,肌肉萎缩
头皮糠疹,并发症,细菌感染
糖原贮积病,并发症,肝纤维化
妊娠合并甲亢,并发症,贫血
瘫痪,并发症,褥疮
瘫痪,并发症,肌肉萎缩
陶瓷样胆囊,并发症,胆结石
妊娠合并糖尿病,并发症,糖尿病酮症酸中毒
妊娠合并甲亢,并发症,早产
妊高征,并发症,胎盘早剥
妊娠合并甲亢,并发症,流产
妊高征,并发症,弥散性血管内凝血
软骨粘液样纤维瘤,并发症,软骨肉瘤
妊高征,并发症,子痫
同种免疫性新生儿血小板减少性紫癜,并发症,颅内出血
体温过低,并发症,猝死
糖尿病心肌病,并发症,糖尿病心脏病
秃头,并发症,生长期脱发
全身性念珠菌病,并发症,肠炎
潜伏梅毒,并发症,梅毒
潜伏梅毒,并发症,二期梅毒
Q热,并发症,脊髓炎
气功所致精神障碍,并发症,腹胀
全身性念珠菌病,并发症,胃肠道功能紊乱
龋齿,并发症,根尖周病
巧克力囊肿,并发症,腹膜炎
脐疝,并发症,脐炎
慢性化脓性胸膜炎,并发症,多重肺部感染
气功所致精神障碍,并发症,睡眠障碍
巧克力囊肿,并发症,痛经
Q热,并发症,关节痛
情感性心境障碍,并发症,痴呆
Q热,并发症,心包炎
青春发育延迟及性幼稚,并发症,矮小症
同种免疫性新生儿血小板减少性紫癜,并发症,多发性颅内血肿
脱发,并发症,生长期脱发
青少年牙周炎,并发症,糖尿病型牙周炎
脱发,并发症,脱发性毛囊炎
气管及食管异物,并发症,气管梗阻
气管及食管异物,并发症,化脓性食管炎
气管及食管异物,并发症,气管闭合性损伤
脉络膜转移癌,并发症,青光眼
面肌瘫痪,并发症,坏死性外耳道炎
拇指掌指关节尺侧侧副韧带损伤,并发症,肿胀
面瘫,并发症,面肌抽搐
老年人缺血性心肌病,并发症,猝死
面瘫唇肿裂纹舌综合征,并发症,舌咽神经损伤
膜性肾病,并发症,间质性肾炎
老年人尿崩症,并发症,低钠血症
癃闭,并发症,尿道狭窄
癃闭,并发症,尿潴留
流行性出血性结膜炎,并发症,呼吸衰竭
流行性出血性结膜炎,并发症,延髓性麻痹
癃闭,并发症,前列腺增生
流行性出血性结膜炎,并发症,瘫痪
慢性肠炎,并发症,腹泻
麻痹性肠梗阻,并发症,腹痛
麻痹性肠梗阻,并发症,腹水
麻痹性肠梗阻,并发症,腹泻
泪腺肿瘤,并发症,非炎性单纯性突眼
里尔黑变病,并发症,肿胀
脉络膜缺血,并发症,水肿
脉络膜缺血,并发症,视网膜炎
麻痹性肠梗阻,并发症,便秘
面肌瘫痪,并发症,面肌抽搐
麻痹性肠梗阻,并发症,恶心和呕吐
脉络膜缺血,并发症,玻璃体混浊
卵巢小细胞癌,并发症,恶心和呕吐
卵巢小细胞癌,并发症,便秘
泪腺肿瘤,并发症,泪腺混合瘤
疼痛性眼肌麻痹,并发症,脑膜炎
疼痛性眼肌麻痹,并发症,低钠血症
疼痛性眼肌麻痹,并发症,脑脓肿
迷走神经损伤,并发症,腹泻
脉络膜转移癌,并发症,视网膜脱离
脉络膜转移癌,并发症,虹膜睫状体炎
迷走神经损伤,并发症,胃潴留
迷走神经损伤,并发症,复发性溃疡
尿崩症,并发症,脱水
脑囊虫病,并发症,昏迷
尿崩症,并发症,电解质紊乱
脑蛛网膜下腔出血,并发症,低钠血症
脑蛛网膜下腔出血,并发症,昏迷
脑蛛网膜下腔出血,并发症,恶心和呕吐
尿道创伤,并发症,尿潴留
尿道损伤,并发症,败血症
尿道狭窄,并发症,慢性肾功能衰竭
女性尿道癌,并发症,尿道狭窄
尿道创伤,并发症,尿道狭窄
内痔,并发症,肛门失禁
尿道损伤,并发症,尿失禁
骨血管肉瘤,并发症,骨折
颞骨骨折,并发症,恶心和呕吐
难产,并发症,产后出血
蛲虫病,并发症,阑尾炎
蛲虫病,并发症,坐骨直肠窝脓肿
高动力性循环,并发症,充血性心力衰竭
颞骨骨折,并发症,耳鸣
难产,并发症,出血性休克和脑病综合征
光气中毒,并发症,肺水肿
尿道创伤,并发症,尿瘘
内痔,并发症,肛裂
内痔,并发症,肛瘘
蛲虫病,并发症,尿道炎
尿道狭窄,并发症,急性附睾炎
尿道狭窄,并发症,尿瘘
颞骨骨折,并发症,面瘫
蛲虫病,并发症,腹膜炎
尿道狭窄,并发症,尿路感染
脑囊虫病,并发症,癫痫
臁疮,并发症,水肿
颞骨骨折,并发症,脑脊液漏
臁疮,并发症,营养不良
脑震荡,并发症,脑出血
脑蛛网膜下腔出血,并发症,头痛
尿道狭窄,并发症,腹股沟疝
脑囊虫病,并发症,头痛
脑震荡,并发症,脑水肿
六瘤,并发症,肉瘤
臁疮,并发症,创伤性溃疡
骨血管外皮细胞瘤,并发症,骨折
鼓膜穿孔,并发症,中耳炎
高脂蛋白血症Ⅴ型,并发症,高尿酸血症
肝血管肉瘤,并发症,溶血性贫血
过期产儿,并发症,低血糖
成软骨细胞瘤,并发症,贫血
高渗性非酮症高血糖昏迷,并发症,肺水肿
过期产儿,并发症,胎粪吸入综合征
高渗性非酮症高血糖昏迷,并发症,脱水
产褥期乳腺炎,并发症,脓毒症
高渗性非酮症高血糖昏迷,并发症,肺栓塞
持续性枕后位、枕横位,并发症,胎儿窘迫
尺骨上1/3骨折合并桡骨头脱位,并发症,骨折
尺骨鹰嘴骨折,并发症,创伤性关节炎
持续性枕后位、枕横位,并发症,产后出血
肝血管肉瘤,并发症,充血性心力衰竭
肝血管肉瘤,并发症,肝硬化
光线性弹力纤维病,并发症,物理性皮肤病
肝血管肉瘤,并发症,弥散性血管内凝血
持续性枕后位、枕横位,并发症,子宫收缩乏力
光线性弹力纤维病,并发症,皮肤过敏
产后出血,并发症,缺血性坏死
产后出血,并发症,失血性休克
产后出血,并发症,贫血
小儿睾丸扭转,并发症,男性不育症
癣菌疹,并发症,灰指甲
耻骨结核,并发症,肿胀
成骨不全,并发症,脑积水
休止期脱发,并发症,头癣
新生儿脓疱病,并发症,脑膜炎
新生儿脓疱病,并发症,肾炎
小儿热带巨脾综合征,并发症,脾功能亢进
新生儿脓疱病,并发症,败血症
腹膜炎,并发症,脱水
成骨不全,并发症,扁平足
新生儿脓疱病,并发症,肺炎
小儿慢性肾小球肾炎,并发症,营养不良
腹膜炎,并发症,膈下脓肿
新生儿皮下坏疽,并发症,败血症
风湿性心脏病,并发症,感染性心内膜炎
复张性肺水肿,并发症,呼吸衰竭
小儿慢性肾小球肾炎,并发症,尿毒症
小儿慢性肾小球肾炎,并发症,高血压
小儿慢性肾小球肾炎,并发症,贫血
腺病毒感染,并发症,肺炎
腺病毒感染,并发症,支气管炎
新生儿脓疱病,并发症,腹泻
硒及其化合物引起的皮肤病,并发症,物理性皮肤病
下腰椎不稳症,并发症,半月板损伤
小儿惊厥,并发症,共济失调
小儿惊厥,并发症,癫痫
处女膜闭锁,并发症,尿潴留
处女膜闭锁,并发症,便秘
腹外疝,并发症,肠梗阻
药物性牙龈增生,并发症,肿胀
复发性腹膜后肿瘤,并发症,低钾血症
复发性腹膜后肿瘤,并发症,腹膜炎
小儿惊厥,并发症,脑性瘫痪
硬脑膜下脓肿,并发症,脑积水
复发性溃疡,并发症,腹痛
复发性溃疡,并发症,腹泻
复发性腹膜后肿瘤,并发症,贫血
硬脊膜外脓肿,并发症,瘫痪
硬脑膜下脓肿,并发症,癫痫
遗传性硬化性皮肤异色症,并发症,白癜风
硬脊膜外脓肿,并发症,血栓形成
咽部结核,并发症,营养不良
支气管炎,并发症,支气管扩张
支气管炎,并发症,支气管肺炎
原位癌,并发症,转移性肝癌
支气管炎,并发症,阻塞性肺气肿
原发性十二指肠恶性淋巴瘤,并发症,脓肿
眼内异物,并发症,虹膜睫状体炎
硬脑膜下脓肿,并发症,脑脓肿
原发性十二指肠恶性淋巴瘤,并发症,肠瘘
原位癌,并发症,腹膜转移癌
咽部结核,并发症,吞咽困难
硬脑膜下脓肿,并发症,脑膜炎
腹膜转移癌,并发症,肠套叠
腹膜转移癌,并发症,黄疸
晕痣,并发症,白癜风
阴茎前阴囊,并发症,不孕不育
腹膜转移癌,并发症,肠扭转
眼内异物,并发症,视网膜脱离
子宫内膜薄,并发症,不孕不育
子宫内膜薄,并发症,流产
红眼病,并发症,结膜炎
中毒性白内障,并发症,青光眼
痔,并发症,血栓性静脉炎
汗管瘤,并发症,脱发
中毒性白内障,并发症,骨质疏松
痔,并发症,贫血
滑膜肉瘤,并发症,肺转移瘤
踝部骨折,并发症,创伤性关节炎
化脓性关节炎,并发症,败血症
滑囊炎,并发症,肿胀
颌骨造釉细胞瘤,并发症,磨牙
踝关节扭伤,并发症,创伤性关节炎
褐黄病性关节炎,并发症,骨质增生
褐黄病性关节炎,并发症,前列腺结石
子痰,并发症,附睾炎
子嗽,并发症,痨瘵
颌面部骨巨细胞瘤,并发症,颌面部淋巴管瘤
颌面部骨巨细胞瘤,并发症,颌骨癌
脊椎病,并发症,植物神经功能紊乱
喉部创伤,并发症,水肿
脊椎病,并发症,高血压
喉部创伤,并发症,纵隔气肿
踝扭伤,并发症,骨折
脊椎病,并发症,乳房疼痛
踝扭伤,并发症,关节脱位
踝扭伤,并发症,骨裂
脊椎病,并发症,食管狭窄
戒酒综合征,并发症,肝硬化
脊椎病,并发症,恶心和呕吐
脊椎病,并发症,瘫痪
戒酒综合征,并发症,癫痫
戒酒综合征,并发症,肌肉痉挛
戒酒综合征,并发症,胰腺炎
戒酒综合征,并发症,恶心和呕吐
结缔组织增生性毛发上皮瘤,并发症,皮肤癌
急性全自主神经失调症,并发症,营养不良
急性全自主神经失调症,并发症,肠梗阻
甲亢合并妊娠,并发症,胎儿窘迫
继发性皮肤滤泡中心细胞性淋巴瘤,并发症,贫血
脊髓血管畸形,并发症,蛛网膜下腔出血
甲状旁腺功能减退症,并发症,癫痫
甲亢合并妊娠,并发症,早产儿
皮肤白喉,并发症,支气管肺炎
接触性荨麻疹,并发症,过敏性休克
甲状旁腺功能减退症,并发症,神经症
甲亢合并妊娠,并发症,糖尿病
甲亢合并妊娠,并发症,胎盘早剥
甲亢合并妊娠,并发症,充血性心力衰竭
甲状旁腺功能减退症,并发症,白内障
甲亢合并妊娠,并发症,贫血
皮肤白喉,并发症,恶心和呕吐
Pancoast综合征,并发症,颈肩痛
甲亢合并妊娠,并发症,妊高征
皮肤白喉,并发症,尿毒症
POEMS综合征,并发症,多发性骨髓瘤
皮炎,并发症,毛囊炎
铍及其化合物引起的皮肤病,并发症,应激性溃疡
甲亢合并妊娠,并发症,早产
甲亢合并妊娠,并发症,流产
葡萄糖磷酸异构酶缺乏症,并发症,智力低下
葡萄糖磷酸异构酶缺乏症,并发症,单纯红细胞再障性贫血
皮炎,并发症,淋巴炎
椒疮,并发症,睑球粘连
椒疮,并发症,慢性泪囊炎
脾良性肿瘤,并发症,脾破裂
全葡萄膜炎,并发症,新生血管性青光眼
全葡萄膜炎,并发症,视网膜下新生血管膜
皮肤神经瘤,并发症,神经瘤
皮肤神经瘤,并发症,嗜铬细胞瘤
神经系统遗传病,并发症,瘫痪
皮肤阿米巴病,并发症,外阴瘙痒
皮肤丝虫病,并发症,贫血
十二指肠腺癌,并发症,黄疸
失血性休克,并发症,脑血栓
大量羊水吸入,并发症,呼吸衰竭
失血性休克,并发症,血栓形成
神经官能性表皮剥脱,并发症,剥脱综合征
手干裂,并发症,细菌感染
十二指肠腺癌,并发症,贫血
食道溃疡,并发症,贫血
输卵管肿瘤,并发症,输卵管妊娠
单纯性肺嗜酸粒细胞浸润症,并发症,胆道蛔虫病
肾动脉狭窄,并发症,高血压
皮肤T细胞淋巴样增生,并发症,脓毒症
肾动脉狭窄,并发症,脑血栓
动脉导管未闭,并发症,肺动脉高压
动脉导管未闭,并发症,乳糜胸
食道溃疡,并发症,恶心和呕吐
肾动脉狭窄,并发症,视网膜病变
胆汁淤积性黄疸,并发症,水肿
倒睫,并发症,结膜炎
胆汁淤积性黄疸,并发症,胆总管结石
胆汁淤积性黄疸,并发症,胆汁性肝硬化
胃肠道癌皮肤转移,并发症,肺转移瘤
外伤性硬膜下积液,并发症,脑疝
胆石性肠绞塞综合征,并发症,肠梗阻
未分化结缔组织病,并发症,血管炎
外伤性硬膜下积液,并发症,昏迷
胆囊管综合征,并发症,慢性胆囊炎
腕尺管综合征,并发症,水肿
胃炎,并发症,胃癌
腕尺管综合征,并发症,黄色瘤
外耳道肿瘤,并发症,中耳炎
胃十二指肠溃疡瘢痕性幽门梗阻,并发症,胃溃疡
外耳道肿瘤,并发症,耳鸣
腕尺管综合征,并发症,腱鞘囊肿
胃十二指肠溃疡瘢痕性幽门梗阻,并发症,十二指肠溃疡
腕尺管综合征,并发症,腕管综合征
微量元素障碍,并发症,发育迟缓
微量元素障碍,并发症,结膜炎
胃炎,并发症,胃出血
胃炎,并发症,胃溃疡
外伤性脑积水,并发症,蛛网膜下腔出血
未分化结缔组织病,并发症,肾动脉狭窄
未分化结缔组织病,并发症,高血压
胃炎,并发症,贫血
未分化结缔组织病,并发症,营养不良
萎缩纹,并发症,肥胖症
外耳道肿瘤,并发症,外耳道炎
外伤性脑积水,并发症,脑挫裂伤
外耳道耵聍腺肿瘤,并发症,面瘫
第五日综合征,并发症,慢性阑尾炎
外伤性脑积水,并发症,多发性颅内血肿
腕尺管综合征,并发症,脂肪瘤
椒疮,并发症,睑内翻
白塞病,并发症,红斑
白塞病,并发症,头痛
包皮龟头炎,并发症,尿道狭窄
髌骨骨折,并发症,脂肪栓塞综合征
剥脱性骨软骨炎,并发症,肿胀
剥脱性骨软骨炎,并发症,创伤性关节炎
扁平足,并发症,肌腱炎
包皮阴茎头炎,并发症,尿道炎
肉毒中毒,并发症,肺炎
变形性骨炎,并发症,耳聋
变形性骨炎,并发症,骨折
乳汁吸入性肺炎,并发症,间质性肺炎
溶组织内阿米巴病,并发症,肠炎
髌骨软化症,并发症,半月板损伤
软骨黏液样纤维瘤,并发症,骨折
髌骨软化症,并发症,创伤性关节炎
弱视,并发症,屈光不正
乳腺叶状囊肉瘤,并发症,乳房肿块
乳汁吸入性肺炎,并发症,呼吸衰竭
乳汁吸入性肺炎,并发症,支气管扩张
肉毒中毒,并发症,呼吸衰竭
弱视,并发症,屈光参差
髌骨骨折,并发症,创伤性休克
白线疝,并发症,功能性呕吐
乳汁吸入性肺炎,并发症,肺纤维化
Behcet病,并发症,视网膜血管炎
骶髂关节结核,并发症,肺结核
骶髂关节结核,并发症,淋巴结核
Behcet病,并发症,视网膜静脉阻塞
包皮阴茎头炎,并发症,龟头炎
乳腺脂肪瘤,并发症,乳腺癌
乳腺导管瘤,并发症,乳腺癌
韧带损伤,并发症,半月板损伤
韧带损伤,并发症,骨折
Terrien角膜边缘性变性,并发症,结膜充血
乳腺脂肪瘤,并发症,乳腺增生
妊娠合并梅毒,并发症,早产
妊娠合并梅毒,并发症,流产
特发性青春期延迟,并发症,糖尿病肾病
妊娠合并特发性血小板减少性紫癜,并发症,颅内出血
Terson综合征,并发症,青光眼
投掷骨折,并发症,桡神经损伤
热秘,并发症,便秘
热汗,并发症,阴虚发热
特发性息肉样脉络膜血管病变,并发症,视网膜脱离
糖尿病性胃轻瘫,并发症,反流性食管炎
糖原贮积病Ⅱ型,并发症,多重肺部感染
糖尿病性周围神经病,并发症,糖尿病肾病
Terson综合征,并发症,视网膜脱离
Thygeson浅层点状角膜病变,并发症,麻风
糖尿病性胃轻瘫,并发症,胃潴留
特发性迟发性免疫球蛋白缺乏症,并发症,自身免疫性溶血性贫血
特发性迟发性免疫球蛋白缺乏症,并发症,白癜风
前骨间神经卡压综合征,并发症,躯体感觉障碍
脐尿管囊肿,并发症,蜂窝织炎
千足虫灼伤,并发症,其他弧菌感染
特发性滴状色素减少症,并发症,皮肤过敏
气球状细胞痣,并发症,感染性休克
气管闭合性损伤,并发症,气管食管瘘
脐部脐肠系膜管息肉,并发症,脓毒症和菌血症
前臂动脉损伤,并发症,雷诺综合征
泌尿生殖系真菌病,并发症,脓肿
棉尘肺,并发症,肺心病
面部播散性粟粒状狼疮,并发症,丹毒
棉尘肺,并发症,肺气肿
面部脓皮病,并发症,痤疮
面部脓皮病,并发症,脓肿
慢性硬脑膜下血肿,并发症,慢性硬脑膜外血肿
面部播散性粟粒状狼疮,并发症,脓包疮
面部偏侧萎缩,并发症,癫痫
面部偏侧萎缩,并发症,偏头痛
面部偏侧萎缩,并发症,三叉神经痛
面部脓皮病,并发症,皮肤病
面部肉芽肿,并发症,肿胀
面肌抽搐,并发症,空气栓塞
面肌抽搐,并发症,脑脊液漏
慢性肾性贫血,并发症,贫血
毛滴虫病,并发症,前列腺炎
老年人院内获得性肺炎,并发症,脓胸
老年人院内获得性肺炎,并发症,肺性脑病
老年人原发性肝癌,并发症,腹水
老年人原发性肝癌,并发症,肝性脑病
老年人原发性肝癌,并发症,肺炎
老年人院内获得性肺炎,并发症,呼吸衰竭
毛滴虫病,并发症,前庭大腺炎
痨瘵,并发症,咳嗽
老年人痛风,并发症,高血压
老年人院内获得性肺炎,并发症,肺水肿
偻附,并发症,背痈
毛滴虫病,并发症,膀胱炎
毛滴虫病,并发症,尿道炎
流行性斑疹伤寒,并发症,流产
淋巴管肉瘤,并发症,病毒性肺炎
老年人痛风,并发症,高血脂
颅内高压综合征,并发症,尿崩症
颅内高压综合征,并发症,脑疝
颅内高压综合征,并发症,肺水肿
老年人神经梅毒,并发症,癫痫
老年人神经梅毒,并发症,脑梗死
老年人痛风,并发症,糖尿病
老年人神经梅毒,并发症,老年痴呆
无肌病性皮肌炎,并发症,恶性肿瘤
颞下颌关节强直,并发症,营养不良
脑动静脉畸形,并发症,脑蛛网膜下腔出血
脑动静脉畸形,并发症,脑萎缩
脑挫裂伤,并发症,脑疝
颞下颌关节强直,并发症,睡眠呼吸暂停综合征
脑损伤后综合征,并发症,多汗症
脑挫裂伤,并发症,头痛
尿道下裂,并发症,尿路梗阻
高免疫球蛋白E综合征,并发症,骨折
脑脊液漏,并发症,脑疝
脑脊液漏,并发症,头痛
孤独症谱系障碍,并发症,自闭症
骨硬化病,并发症,贫血
骨软骨瘤,并发症,骨肉瘤
骨硬化病,并发症,脑积水
骨硬化病,并发症,面瘫
共同性外斜视,并发症,屈光不正
杆菌性上皮样血管瘤病,并发症,败血症
骨硬化病,并发症,副鼻窦炎
脑动静脉畸形,并发症,脑缺血性疾病
高免疫球蛋白E综合征,并发症,骨质疏松
高免疫球蛋白E综合征,并发症,支气管扩张
高免疫球蛋白E综合征,并发症,脓胸
尿道下裂,并发症,腹股沟斜疝
杆菌性上皮样血管瘤病,并发症,肝炎
脑膜炎,并发症,脑脓肿
骨硬化病,并发症,龋齿
脑膜炎,并发症,昏迷
高免疫球蛋白E综合征,并发症,带状疱疹
脑弓形体病,并发症,肾炎
高免疫球蛋白E综合征,并发症,肺大疱
脑弓形体病,并发症,腹膜炎
脑弓形体病,并发症,肝炎
脑弓形体病,并发症,心包炎
脑室内出血,并发症,营养不良
尿道下裂,并发症,前列腺囊肿
脑栓塞,并发症,冠心病
脑弓形体病,并发症,肺炎
尿瘘,并发症,盆腔炎
脑室内出血,并发症,褥疮
脓性指头炎,并发症,缺血性坏死
脑损伤后综合征,并发症,耳鸣
利斯特菌病,并发症,共济失调
脑栓塞,并发症,肺栓塞
尿瘘,并发症,皮炎
利斯特菌病,并发症,胆囊炎
颞下颌关节脱位,并发症,吞咽困难
脑室内出血,并发症,脑水肿
利斯特菌病,并发症,腹膜炎
利斯特菌病,并发症,败血症
利斯特菌病,并发症,瘫痪
垂体性矮小病,并发症,腹泻
垂体前叶机能减退症,并发症,低血糖
创伤性窒息,并发症,血气胸
腘动脉破裂,并发症,膝关节脱位
c胰岛功能性β细胞瘤,并发症,腹痛
成人脐疝,并发症,肝硬化
小脑梗塞,并发症,痴呆
先天性梅毒性肝硬化,并发症,肝性脑病
先天性梅毒性肝硬化,并发症,腹水
成人脐疝,并发症,肠梗阻
侧脑室肿瘤,并发症,脑疝
习惯性便秘,并发症,便秘
常年性鼻炎,并发症,鼻窦炎
侧脑室肿瘤,并发症,脑积水
出血性疾病,并发症,贫血
常年性鼻炎,并发症,鼻息肉
c胰岛功能性β细胞瘤,并发症,消化道溃疡
行经泄泻,并发症,腹痛
休息痢,并发症,腹痛
充血性脾肿大,并发症,贫血
行经泄泻,并发症,大便失禁
复发性卵巢恶性肿瘤,并发症,肠梗阻
复发性皮肤坏死性嗜酸粒细胞血管炎,并发症,红斑
复发性外阴阴道念珠菌病,并发症,淋病
复发性无菌性脑膜炎,并发症,恶心和呕吐
副流行性感冒,并发症,肺炎
副神经损伤,并发症,副神经节起源的肿瘤
副神经节起源的肿瘤,并发症,头痛
复发性线性棘层松解性皮肤病,并发症,脓毒症
副神经损伤与卡压,并发症,肌肉萎缩
副神经损伤,并发症,面神经损伤
阴囊损伤,并发症,脓毒症
阴道转移性肿瘤,并发症,非特异性阴道炎
羊膜带综合征,并发症,脊柱畸形
原发性急性闭角型青光眼,并发症,白内障
婴儿痤疮,并发症,皮肤囊肿
原发性骨髓纤维化,并发症,肝性脑病
原发性骨髓纤维化,并发症,腹水
原发性骨髓纤维化,并发症,贫血
阴道腺癌,并发症,白带异常
真菌性脑膜炎,并发症,抽搐与惊厥
咽部狼疮,并发症,吞咽困难
遗传性痉挛性截瘫,并发症,多重肺部感染
遗传性痉挛性截瘫,并发症,褥疮
真菌性脑膜炎,并发症,偏瘫
子宫收缩乏力,并发症,胎儿宫内窘迫
子宫收缩过强,并发症,产后出血
周围神经损伤,并发症,肌肉萎缩
阵发性睡眠性血红蛋白尿,并发症,胆石症
症瘕,并发症,腹痛
阵发性睡眠性血红蛋白尿,并发症,血栓形成
阵发性睡眠性血红蛋白尿,并发症,白血病
周围动脉栓塞,并发症,缺血性坏死
子宫收缩过强,并发症,产褥感染
症瘕,并发症,流产
化学烧伤,并发症,脑水肿
化学烧伤,并发症,贫血
红斑性肢痛症,并发症,高血压
化学烧伤,并发症,肝炎
红斑性肢痛症,并发症,糖尿病
红斑性肢痛症,并发症,传染性单核细胞增多
花斑癣,并发症,脓肿
花斑癣,并发症,脂溢性皮炎
喉癌,并发症,电解质紊乱
红皮性银屑病,并发症,头痛
坏死性脉管炎,并发症,溶血性链球菌性坏疽
寒湿困脾,并发症,功能性消化不良
寒湿困脾,并发症,恶心和呕吐
寒饮咳嗽,并发症,支气管扩张
寒湿困脾,并发症,腹泻
寒饮咳嗽,并发症,支气管肺炎
红斑性肢痛症,并发症,多发性硬化
寒饮咳嗽,并发症,阻塞性肺气肿
呼吸肌疲劳症,并发症,膈肌麻痹
坏死性脉管炎,并发症,气性坏疽
寒滞肝脉证,并发症,疝气
喉痹,并发症,咽炎
结核性苔藓,并发症,结膜炎
喉痹,并发症,慢性喉炎
急性淋巴细胞白血病,并发症,贫血
急性化脓性鼻窦炎,并发症,植物神经功能紊乱
急性颌骨骨髓炎,并发症,口腔疾病
假性黑棘皮病,并发症,糖尿病
进行性核上性麻痹,并发症,延髓性麻痹
进行性核上性麻痹,并发症,肺炎
脊椎化脓性骨髓炎,并发症,瘫痪
急性化脓性鼻窦炎,并发症,球后视神经炎
皮肤炭疽,并发症,脑膜炎
皮肤纤毛囊肿,并发症,脓毒症
胫骨平台骨折,并发症,创伤性关节炎
皮肤炭疽,并发症,败血症
寄生虫性关节炎,并发症,神经症
寄生虫性关节炎,并发症,骨膜炎
寄生虫性关节炎,并发症,化脓性骨髓炎
皮肤松垂,并发症,炎症后弹力纤维松解伴皮肤松弛
假性黑棘皮病,并发症,脑血管硬化
