entity1,relation,entity2
皮肤型屈肢症,相关症状,皮肤发黑瘙痒
皮肤型屈肢症,相关症状,运动功能障碍
皮肤型屈肢症,相关症状,肢体疼痛
皮肤硬化,相关症状,颈部强硬
皮肤硬化,相关症状,弥漫性系膜硬化
皮肤硬化,相关症状,皮下组织硬结
皮肤硬化,相关症状,手掌及足趾皮肤过度角化
皮肤硬化,相关症状,血管硬化
皮肤硬化,相关症状,硬化
毛孔堵塞,相关症状,毛孔角化过度
皮肤异色症,相关症状,皮肤丰满度丧失
皮肤异色症,相关症状,皮肤无光泽
皮肤异色症,相关症状,色素异常
咳出带臭味的干痂,相关症状,恶心
咳出带臭味的干痂,相关症状,口臭
咳泡沫黏液痰,相关症状,喘息
咳泡沫黏液痰,相关症状,干咳
咳泡沫黏液痰,相关症状,呼吸困难
咳泡沫黏液痰,相关症状,黄白色黏痰有水果味
咳泡沫黏液痰,相关症状,煤尘或胆固醇结晶的黏痰
咳泡沫黏液痰,相关症状,痰呈粘液脓性
毛细血管搏动,相关症状,血管搏动或波形的改变
没有肛门,相关症状,肛门病变
没有肛门,相关症状,肛门疼痛
毛细血管渗漏综合征,相关症状,蛋白尿
毛细血管渗漏综合征,相关症状,低蛋白血症
毛细血管渗漏综合征,相关症状,低血压
毛细血管渗漏综合征,相关症状,水肿
毛细血管渗漏综合征,相关症状,体重增加
毛细血管出血,相关症状,动脉出血
毛细血管出血,相关症状,毛细血管扩张症
毛细血管出血,相关症状,凝血障碍
毛细血管出血,相关症状,皮肤紫癜
毛细血管出血,相关症状,肾脏受累
毛细血管出血,相关症状,血小板减少
眉弓凹陷,相关症状,眉弓囊肿
眉弓凹陷,相关症状,眉弓疼痛
玫瑰疹,相关症状,斑疹
玫瑰疹,相关症状,风丘疹
玫瑰疹,相关症状,皮疹
眉弓疼痛,相关症状,眉弓囊肿
眉毛变白,相关症状,眉毛外侧脱落稀疏而细
眉间皱纹,相关症状,双眉间长痘
青少年脊柱侧凸,相关症状,弓形足
青少年脊柱侧凸,相关症状,少儿脊柱侧凸
青少年脊柱侧凸,相关症状,婴儿脊柱侧凸
青枝骨折,相关症状,蝶形骨折
青枝骨折,相关症状,多根肋骨骨折
青枝骨折,相关症状,螺旋形骨折
青枝骨折,相关症状,斜形骨折
青枝骨折,相关症状,压缩型骨折
轻度精神发育迟滞,相关症状,学习困难
轻度精神发育迟滞,相关症状,呆滞
轻度精神发育迟滞,相关症状,耳聋
轻度精神发育迟滞,相关症状,营养不良
轻度痛,相关症状,中度痛
轻度痛,相关症状,重度痛
轻瘫,相关症状,痉挛性截瘫步态
轻瘫,相关症状,面神经瘫痪
轻瘫,相关症状,四肢瘫痪
轻度烧伤,相关症状,特重烧伤
轻度烧伤,相关症状,中度烧伤
轻度烧伤,相关症状,重度烧伤
轻度中毒,相关症状,毒血症
轻度中毒,相关症状,潜在中毒
轻度中毒,相关症状,全身感染中毒症状
轻度中毒,相关症状,水中毒
轻度中毒,相关症状,中毒严重
青紫舌,相关症状,镜面舌
青紫舌,相关症状,强硬舌
青紫舌,相关症状,齿痕舌
青紫舌,相关症状,草莓舌
毛细血管扩张症,相关症状,毛细血管搏动
毛细血管扩张症,相关症状,毛细血管渗漏综合征
毛细血管扩张症,相关症状,大腿毛细血管明显
类似荨麻疹的皮肤潮红斑块,相关症状,皮肤出现硬块
类似荨麻疹的皮肤潮红斑块,相关症状,皮肤触痛
类似荨麻疹的皮肤潮红斑块,相关症状,皮肤青紫色改变
青少年膝痛,相关症状,经前期膝痛
青少年白发,相关症状,全身毛发呈灰白色
毛囊性呈鳞片状角化,相关症状,毛囊角栓
冷汗,相关症状,乏力
冷汗,相关症状,紧张
冷结节,相关症状,生长缓慢
冷汗淋漓,相关症状,出冷汗
冷汗淋漓,相关症状,乏力
冷汗淋漓,相关症状,皮肤湿冷
累及整个腹腔的腹膜炎,相关症状,腹部压痛
累及整个腹腔的腹膜炎,相关症状,腹膜刺激征
累及整个腹腔的腹膜炎,相关症状,腹痛
累及整个腹腔的腹膜炎,相关症状,细菌感染
累及整个腹腔的腹膜炎,相关症状,休克
轻压指甲，指头微红状不能马上恢复,相关症状,指(趾)甲缺失
轻压指甲，指头微红状不能马上恢复,相关症状,指甲营养障碍
轻压指甲，指头微红状不能马上恢复,相关症状,指尖边缘指甲有凹陷
轻压指甲，指头微红状不能马上恢复,相关症状,中指指甲凹陷
轻压指甲，指头微红状不能马上恢复,相关症状,指甲凹凸不平
类人猿型骨盆,相关症状,无力
冷球蛋白发生沉淀或呈胶冻状,相关症状,发绀
冷热交替,相关症状,发绀
冷热交替,相关症状,烦躁不安
冷热交替,相关症状,冷汗
冷热交替,相关症状,面色苍白
冷热交替,相关症状,面色潮红
冷球蛋白血症,相关症状,腹痛
冷球蛋白血症,相关症状,昏迷
冷球蛋白血症,相关症状,纳差
冷球蛋白血症,相关症状,皮肤紫癜
冷球蛋白血症,相关症状,全身过敏和发热皮疹关节痛
里急后重,相关症状,腹痛
里急后重,相关症状,疲劳
里急后重,相关症状,水样便
里急后重,相关症状,营养障碍
立毛反射减弱,相关症状,感觉障碍
沥青烧伤,相关症状,皮肤浸润
沥青烧伤,相关症状,少尿
沥青烧伤,相关症状,水泡
沥青烧伤,相关症状,脱水
肠道血管畸形,相关症状,胃肠道症状
肠道血管畸形,相关症状,胃肠道出血
立毛反射亢进,相关症状,出汗减少
立毛反射亢进,相关症状,感觉障碍
立毛反射亢进,相关症状,立毛反射减弱
立毛反射亢进,相关症状,麻痹
肠梗死,相关症状,胃肠道症状
肠痉挛,相关症状,胃肠道症状
肠痉挛,相关症状,肠道功能紊乱
立卧心率差数,相关症状,头晕
立卧心率差数,相关症状,心慌
立卧心率差数,相关症状,心悸
立卧心率差数,相关症状,心率增快
立卧心率差数,相关症状,胸闷
肠管变形,相关症状,肠管出血
肠道张力减低,相关症状,胃肠道症状
肠道张力减低,相关症状,胃肠道功能不好
利尿,相关症状,紧张
肠道转运障碍,相关症状,胃肠道症状
肠道转运障碍,相关症状,肠道功能紊乱
肠麻痹软瘫,相关症状,肠麻痹
肠管出血,相关症状,便血
肠管出血,相关症状,黑便
肠管出血,相关症状,上消化道出血
肠鸣音消失,相关症状,肠鸣音亢进
肠鸣音消失,相关症状,肠鸣
肠鸣,相关症状,肠痉挛
肠囊性积气,相关症状,肠胀气
肠囊性积气,相关症状,胃肠气胀
肠麻痹,相关症状,胃肠道症状
肠麻痹,相关症状,肠胀气
肠绒毛萎缩,相关症状,胃肠道功能不好
肠绒毛萎缩,相关症状,胃肠功能不良
肠蠕动减慢,相关症状,肠蠕动减少
尿道痒感,相关症状,尿道烧灼感
尿淀粉酶升高,相关症状,多尿
尿淀粉酶升高,相关症状,恶心
尿淀粉酶升高,相关症状,夜尿增多
尿道下裂,相关症状,尿道刺痒
尿道下裂,相关症状,尿道口痒
尿道下裂,相关症状,尿道瘘
尿道下裂,相关症状,尿痛
尿黑酸,相关症状,褐色尿
尿黑酸,相关症状,尿暗黑色
尿黑酸,相关症状,尿液呈黑色
尿钙增多,相关症状,恶心与呕吐
尿钙增多,相关症状,尿中磷酸盐排出增多
尿钙增多,相关症状,尿中组织胺排泄增加
尿急,相关症状,蛋白尿
尿急,相关症状,食欲缺乏
尿急,相关症状,肾区压痛
尿急,相关症状,肾结石
尿急,相关症状,全身感染中毒症状
尿急,相关症状,脓肿
尿急,相关症状,脓尿
尿急,相关症状,尿痛
尿急,相关症状,尿频
尿急,相关症状,囊肿
尿急,相关症状,菌尿
尿急,相关症状,结节
尿急,相关症状,高热
尿急,相关症状,钙化
尿急,相关症状,恶心
尿急,相关症状,血尿
尿分叉,相关症状,排尿不畅
尿分叉,相关症状,前列腺肥大
尿分叉,相关症状,充血
尿分叉,相关症状,尿道瘘
尿分叉,相关症状,尿瘘
尿分叉,相关症状,膀胱阴道瘘
尿磷,相关症状,低磷血症
尿磷,相关症状,尿中磷酸盐排出增多
鼻梁平塌,相关症状,鼻梁低
鼻毛脱落,相关症状,鼻毛变白
鼻内似有擤不出的鼻涕,相关症状,流鼻涕
鼻内似有擤不出的鼻涕,相关症状,脓鼻涕增多且不易擤尽
鼻内痛,相关症状,鼻窦压痛
尿流变细或中断,相关症状,败血症
尿流变细或中断,相关症状,尿流中断
尿流变细或中断,相关症状,尿频
尿流变细或中断,相关症状,排尿不畅
尿流变细或中断,相关症状,前列腺增生
尿流变细或中断,相关症状,尿流缓慢
尿流变细或中断,相关症状,黄疸
尿流变细或中断,相关症状,输尿管囊肿
尿流变细或中断,相关症状,水肿
尿流变细或中断,相关症状,虚脱
尿流变细或中断,相关症状,尿急
尿流变细或中断,相关症状,囊肿
尿流变细或中断,相关症状,寒战
尿流变细或中断,相关症状,高热
尿流变细或中断,相关症状,腹部不适
尿流变细或中断,相关症状,乏力
尿流变细或中断,相关症状,恶心
尿流变细或中断,相关症状,钝痛
尿流变细或中断,相关症状,膀胱结石
尿流变细或中断,相关症状,血尿
尿流中断,相关症状,尿流缓慢
尿黄似浓茶,相关症状,尿色酱红或呈酱油色
尿后滴沥,相关症状,前列腺肥大
尿后滴沥,相关症状,尿痛
尿后滴沥,相关症状,前列腺增生
尿后滴沥,相关症状,排尿不畅
尿后滴沥,相关症状,腹部不适
尿后滴沥,相关症状,肾结石
尿后滴沥,相关症状,尿频
尿后滴沥,相关症状,尿失禁
尿后滴沥,相关症状,排尿异物感
尿后滴沥,相关症状,排尿障碍
尿后滴沥,相关症状,膀胱结石
尿后滴沥,相关症状,水肿
尿后滴沥,相关症状,无力
尿后滴沥,相关症状,消瘦
尿后滴沥,相关症状,尿路结石
尿后滴沥,相关症状,急性尿潴留
尿后滴沥,相关症状,黄疸
尿后滴沥,相关症状,充血
尿后滴沥,相关症状,尿道结石
尿后滴沥,相关症状,氮质血症
尿后滴沥,相关症状,高血压
尿后滴沥,相关症状,结节
尿后滴沥,相关症状,钝痛
尿后滴沥,相关症状,胀痛
尿后滴沥,相关症状,血尿
鼻旁窦发育不良,相关症状,头痛
鼻旁窦发育不良,相关症状,长头畸形
鼻旁窦发育不良,相关症状,斜头畸形
鼻旁窦发育不良,相关症状,小头
鼻旁窦发育不良,相关症状,头颅向上生长呈塔形
鼻旁窦发育不良,相关症状,水肿
鼻旁窦发育不良,相关症状,视力障碍
鼻旁窦发育不良,相关症状,三角头畸形
鼻旁窦发育不良,相关症状,面部畸形
鼻旁窦发育不良,相关症状,麻痹
鼻旁窦发育不良,相关症状,颅内压增高
鼻旁窦发育不良,相关症状,前囟闭合延迟
鼻旁窦发育不良,相关症状,反复上呼吸道感染
鼻旁窦发育不良,相关症状,眼球突出
鼻衄,相关症状,鼻衂
鼻衄,相关症状,鼻痒
鼻前庭部发痒,相关症状,鼻前庭皮肤红肿疼痛
鼻黏膜可呈颗粒状易碎的结痂,相关症状,鼻甲萎缩
鼻黏膜可呈颗粒状易碎的结痂,相关症状,肉芽肿
鼻黏膜可呈颗粒状易碎的结痂,相关症状,流鼻涕
鼻黏膜可呈颗粒状易碎的结痂,相关症状,打喷嚏
鼻黏膜可呈颗粒状易碎的结痂,相关症状,充血
鼻黏膜可呈颗粒状易碎的结痂,相关症状,鼻粘膜肿胀
鼻黏膜可呈颗粒状易碎的结痂,相关症状,鼻痒
鼻黏膜可呈颗粒状易碎的结痂,相关症状,鼻塞
鼻黏膜可呈颗粒状易碎的结痂,相关症状,鼻黏膜溃疡
鼻黏膜可呈颗粒状易碎的结痂,相关症状,嗜酸性粒细胞增多
鼻衂,相关症状,鼻塞
鼻黏膜溃疡,相关症状,鼻黏膜和鼻甲萎缩
鼻脓涕有臭味,相关症状,黑色鼻涕
鼻脓涕有臭味,相关症状,回吸性涕血
鼻脓涕有臭味,相关症状,流黄鼻涕
鼻脓涕有臭味,相关症状,流清涕
鼻脓涕有臭味,相关症状,白带呈鼻涕状
鼻黏膜和鼻甲萎缩,相关症状,鼻出血
鼻黏膜和鼻甲萎缩,相关症状,头痛
鼻黏膜和鼻甲萎缩,相关症状,头昏
鼻黏膜和鼻甲萎缩,相关症状,粘膜萎缩
鼻黏膜和鼻甲萎缩,相关症状,黏膜干燥
鼻黏膜和鼻甲萎缩,相关症状,流鼻涕
鼻黏膜和鼻甲萎缩,相关症状,结节
鼻黏膜和鼻甲萎缩,相关症状,结痂
鼻黏膜和鼻甲萎缩,相关症状,打喷嚏
鼻黏膜和鼻甲萎缩,相关症状,充血
鼻黏膜和鼻甲萎缩,相关症状,鼻粘膜肿胀
鼻黏膜和鼻甲萎缩,相关症状,鼻粘膜溃疡
鼻黏膜和鼻甲萎缩,相关症状,鼻粘膜干燥发痒
鼻黏膜和鼻甲萎缩,相关症状,鼻痒
鼻黏膜和鼻甲萎缩,相关症状,鼻塞
鼻黏膜和鼻甲萎缩,相关症状,鼻甲萎缩
鼻黏膜和鼻甲萎缩,相关症状,鼻干
鼻黏膜和鼻甲萎缩,相关症状,嗅觉障碍
反复发作右肺感染,相关症状,肺部感染
反复发作右肺感染,相关症状,肺部疼痛
反复发作右肺感染,相关症状,肺部化脓性感染
反复发作抑郁症,相关症状,季节性情绪抑郁
反复发作抑郁症,相关症状,抑郁性木僵
反复发作抑郁症,相关症状,神经症性抑郁
反复肺炎,相关症状,肺部化脓性感染
反复肺炎,相关症状,肺部疼痛
反复肺炎,相关症状,反复发作右肺感染
反复生殖器溃疡,相关症状,龟头溃疡
反复生殖器溃疡,相关症状,龟头瘙痒
反复生殖器溃疡,相关症状,龟头异味
反复肺不张,相关症状,发绀
反复肺不张,相关症状,呼吸困难
反复肺不张,相关症状,咳嗽
反复肺不张,相关症状,气管阻塞
反复肺不张,相关症状,心动过速
反复肺不张,相关症状,胸痛
反复感冒,相关症状,打喷嚏
反复感冒,相关症状,头痛
反复感冒,相关症状,畏寒
反复感冒,相关症状,咽喉疼痛
反复感染,相关症状,发热伴寒战
反复感染,相关症状,不明原因发热
反复感染,相关症状,非感染性发热
反复上呼吸道感染,相关症状,流鼻涕
反复上呼吸道感染,相关症状,鼻塞
反复上呼吸道感染,相关症状,头痛
反复舔吮口唇,相关症状,口唇潮红
反射性呕吐,相关症状,嗳气
反射性呕吐,相关症状,头晕
反射性呕吐,相关症状,食欲不振
反射性呕吐,相关症状,溃疡
反射性呕吐,相关症状,精神障碍
反射性呕吐,相关症状,进食呕吐
反射性呕吐,相关症状,紧张
反射性呕吐,相关症状,恶心
反射性呕吐,相关症状,胃肠道症状
反射弧中断,相关症状,膝腱反射消失
反射弧中断,相关症状,腱反射异常
反复高热,相关症状,不规则热
反复高热,相关症状,持续性发热
反复高热,相关症状,高热不退
反复高热,相关症状,间歇热
反复高热,相关症状,脓肿
反复呕血,相关症状,胃肠道出血
反复呕血,相关症状,胃部隐痛
水样白带,相关症状,白带异常
水样白带,相关症状,白带稀少
反射性腰痛,相关症状,腰痛
反射性腰痛,相关症状,腰背酸痛
反射性腰痛,相关症状,腰背痛
咳嗽,相关症状,变应性咳嗽
咳嗽,相关症状,脓痰
咳嗽,相关症状,细菌感染
咳嗽,相关症状,胸痛
咳嗽,相关症状,咽喉炎
咳声嘶哑,相关症状,咳嗽
咳声嘶哑,相关症状,声音嘶哑
咳声嘶哑,相关症状,水肿
咳巧克力色痰,相关症状,盗汗
咳巧克力色痰,相关症状,食欲不振
咳巧克力色痰,相关症状,水肿
咳巧克力色痰,相关症状,铁锈色痰
咳巧克力色痰,相关症状,胸腔积液
咳巧克力色痰,相关症状,胸痛
舌裂,相关症状,舌头溃疡
咳嗽伴哮鸣音,相关症状,喘息
咳嗽伴哮鸣音,相关症状,咳嗽伴胸痛
咳嗽伴哮鸣音,相关症状,慢性咳嗽
咳嗽伴哮鸣音,相关症状,脓肿
咳嗽伴哮鸣音,相关症状,气胸
咳嗽伴体重减轻,相关症状,低热
咳嗽伴体重减轻,相关症状,乏力
咳嗽伴体重减轻,相关症状,食欲减退
咳嗽伴杵状指,相关症状,咯血
咳嗽伴呼吸困难,相关症状,呼吸困难
咳嗽伴胸痛,相关症状,呼吸困难
咳嗽伴胸痛,相关症状,咳嗽
吐血痰,相关症状,咳血
吐血痰,相关症状,咯血伴胸痛
吐血痰,相关症状,面色苍白
吐血痰,相关症状,纳差
吐血痰,相关症状,心慌
克汀病面容,相关症状,呆滞
克汀病面容,相关症状,傻笑
胆汁淤滞,相关症状,胆汁潴留
咳血,相关症状,恶心
咳血,相关症状,咳嗽
咳血,相关症状,胸闷
咳血,相关症状,胸痛
可逆性氮质血症,相关症状,创伤
可逆性氮质血症,相关症状,慢性肾功能不全
可逆性氮质血症,相关症状,水肿
可逆性氮质血症,相关症状,血尿
咳痰,相关症状,喘息
咳痰,相关症状,咳铁锈色痰
咳痰,相关症状,咳血
咳痰,相关症状,脓痰
咳痰,相关症状,脓胸
咳痰,相关症状,胸痛
咳嗽反射,相关症状,干咳
咳嗽反射,相关症状,咳嗽
咳嗽反射,相关症状,支气管痉挛
蛋白尿,相关症状,管型蛋白尿
蛋白尿,相关症状,新生儿蛋白尿
蛋白尿,相关症状,血红蛋白尿
胆汁性肝硬化,相关症状,血吸虫导致的肝硬化
蛋氨酸吸收不良综合征,相关症状,胃肠道症状
蛋氨酸吸收不良综合征,相关症状,肠道功能紊乱
咳铁锈色痰,相关症状,脓痰
咳铁锈色痰,相关症状,脓肿
咳铁锈色痰,相关症状,胸膜摩擦音
咳铁锈色痰,相关症状,胸痛
咳铁锈色痰,相关症状,休克
咳嗽性晕厥,相关症状,抽搐
咳嗽性晕厥,相关症状,头痛
咳嗽性晕厥,相关症状,胸闷
咳嗽性晕厥,相关症状,胸痛
盗汗,相关症状,潮汗
盗汗,相关症状,虚汗
氮负平衡,相关症状,氮质血症
氮负平衡,相关症状,可逆性氮质血症
氮质血症,相关症状,可逆性氮质血症
胆总管结石,相关症状,总胆红素高
胆总管结石,相关症状,胆囊积水
骨膜炎,相关症状,脑膜刺激症状
骨膜炎,相关症状,脓肿
骨膜炎,相关症状,贫血
骨膜炎,相关症状,食欲不振
骨膜炎,相关症状,脱水
骨膜炎,相关症状,畏寒
倒地笑,相关症状,痴笑
倒地笑,相关症状,发作性傻笑
倒地笑,相关症状,无故发笑
等渗尿,相关症状,蛋白尿
等渗尿,相关症状,混浊尿
低补体血症,相关症状,低蛋白血症
低补体血症,相关症状,低磷血症
骨密度增加,相关症状,耳聋
骨密度增加,相关症状,钙化
骨密度增加,相关症状,骨软化
骨密度增加,相关症状,骨质疏松
骨密度增加,相关症状,淋巴结肿大
骨密度增加,相关症状,面神经瘫痪
骨密度增加,相关症状,脑积水
骨密度增加,相关症状,视神经萎缩
骨内损害,相关症状,微血栓形成
骨内损害,相关症状,血管内凝血
骨囊肿,相关症状,钙化
骨囊肿,相关症状,骨膜反应
骨囊肿,相关症状,肉芽肿
骨囊肿,相关症状,硬化
倒睫,相关症状,睫毛掉落
骨膜反应,相关症状,充血
骨膜反应,相关症状,钙化
骨膜反应,相关症状,骨膜炎
骨膜反应,相关症状,弥漫性骨膜增厚
骨膜反应,相关症状,水肿
骨盆痛,相关症状,耻骨联合分离
骨盆痛,相关症状,骶髂关节疼痛
骨盆痛,相关症状,骨质疏松
骨盆痛,相关症状,结节
骨盆痛,相关症状,腰酸
骨皮质变薄,相关症状,钙化
骨皮质变薄,相关症状,压缩型骨折
导水管周围受损,相关症状,脑干病变
导水管周围受损,相关症状,脑功能不全
红色盲,相关症状,蓝黄色盲
红色盲,相关症状,绿色盲
骨盆损伤,相关症状,骨盆痛
骨盆损伤,相关症状,内出血
骨盆损伤,相关症状,休克
骨气臌,相关症状,皮炎
骨气臌,相关症状,手与手指胀满感
骨气臌,相关症状,手指尖痛或触痛
骨溶解,相关症状,骨裂
骨溶解,相关症状,骨膜反应
骨溶解,相关症状,骨赘大量增生
骨溶解,相关症状,截瘫
骨溶解,相关症状,乳糜胸
骨溶解,相关症状,死骨
骨溶解,相关症状,糖尿
骨溶解,相关症状,肢体疼痛
骨软化,相关症状,氨基酸尿症
骨软化,相关症状,表情淡漠
骨软化,相关症状,串珠肋
骨软化,相关症状,代谢性酸中毒
骨软化,相关症状,低钙血症
骨软化,相关症状,低磷血症
骨软化,相关症状,低血磷
骨软化,相关症状,多梦
骨软化,相关症状,腹胀
骨软化,相关症状,钙化
骨软化,相关症状,骨皮质变薄
骨软化,相关症状,骨痛
骨软化,相关症状,骨质疏松
骨软化,相关症状,脊柱侧弯
骨软化,相关症状,甲状旁腺功能亢进
骨软化,相关症状,惊厥
骨软化,相关症状,尿磷
骨软化,相关症状,疲劳
骨软化,相关症状,食欲不振
骨软化,相关症状,脱发
骨软化,相关症状,驼背
骨软化,相关症状,维生素D缺乏
骨软化,相关症状,无力
骨软化,相关症状,膝内翻
骨软化,相关症状,窒息
红赤面,相关症状,毛细血管扩张症
红赤面,相关症状,面部蝶形红斑
红色或紫色，稍高起的丘疹或结节,相关症状,肝脾肿大
红色或紫色，稍高起的丘疹或结节,相关症状,皮肤出血点
红色或紫色，稍高起的丘疹或结节,相关症状,皮疹
红细胞分布宽度偏高,相关症状,红细胞压积偏高
红细胞分布宽度偏高,相关症状,红细胞增多
红细胞分布宽度偏高,相关症状,精神障碍
红细胞分布宽度偏高,相关症状,贫血
红细胞分布宽度偏高,相关症状,休克
红细胞分布宽度偏高,相关症状,忧郁
红细胞畸形,相关症状,红细胞呈钱串状
红细胞畸形,相关症状,红细胞体积增大
红细胞畸形,相关症状,红细胞增多
红细胞畸形,相关症状,血尿
红细胞呈钱串状,相关症状,反复感染
红细胞呈钱串状,相关症状,关节疼痛
红细胞呈钱串状,相关症状,贫血
红细胞偏低,相关症状,烦躁不安
红细胞偏低,相关症状,肝脾肿大
红细胞偏低,相关症状,红细胞寿命缩短
红细胞偏低,相关症状,疲乏
红细胞偏低,相关症状,贫血
红细胞偏低,相关症状,全血细胞减少
红细胞偏低,相关症状,食欲减退
红细胞偏低,相关症状,嗜红细胞综合征
红细胞偏低,相关症状,无力
红细胞偏低,相关症状,组织细胞增生
红视,相关症状,高血压
红视,相关症状,黄视
红视,相关症状,昏迷
红视,相关症状,蓝黄色盲
红视,相关症状,蓝黄色弱
红视,相关症状,绿色弱
红视,相关症状,绿视
红视,相关症状,昼盲
红细胞寿命缩短,相关症状,红细胞畸形
红细胞寿命缩短,相关症状,红细胞体积增大
红细胞寿命缩短,相关症状,慢性贫血
红细胞寿命缩短,相关症状,贫血貌
红细胞体积增大,相关症状,红细胞呈钱串状
红细胞体积增大,相关症状,红细胞偏低
红细胞体积增大,相关症状,红细胞压积偏高
红细胞体积增大,相关症状,慢性贫血
红细胞体积增大,相关症状,贫血貌
红细胞压积偏高,相关症状,表情淡漠
红细胞压积偏高,相关症状,低血容量休克
红细胞压积偏高,相关症状,休克
红细胞压积偏高,相关症状,意识模糊
红细胞压积偏高,相关症状,意识丧失
红细胞增多,相关症状,呕吐
红细胞增多,相关症状,血小板增多
红细胞增多,相关症状,肝脾肿大
红细胞增多,相关症状,结膜充血
红细胞增多,相关症状,静脉栓塞
红细胞增多,相关症状,皮肤瘀斑
红细胞增多,相关症状,血小板减少
红细胞增多,相关症状,眩晕
红细胞增多,相关症状,微循环障碍
红细胞增多,相关症状,头痛
红细胞增多,相关症状,嗜睡
红细胞增多,相关症状,视力障碍
红细胞增多,相关症状,肾动脉狭窄
红细胞增多,相关症状,充血
红细胞增多,相关症状,腹泻
红晕,相关症状,毛细血管扩张症
红晕,相关症状,“红光满面”
局部灼热,相关症状,口渴
局部肢体抽动,相关症状,抽搐
局部肢体抽动,相关症状,肌阵挛
局部肢体抽动,相关症状,夜惊
局部肢体抽动,相关症状,易激惹
局部肢体抽动,相关症状,四肢抽搐
红眼,相关症状,眼白发红
红眼,相关症状,眼部感染
红眼,相关症状,眼睛上火
红眼,相关症状,眼部胀痛
红眼,相关症状,眼睛痒
红眼,相关症状,眼球压痛
局部游走性红斑,相关症状,充血
沮丧,相关症状,恐惧
沮丧,相关症状,焦虑
沮丧,相关症状,抑郁
沮丧,相关症状,幻觉
沮丧,相关症状,失眠
咀嚼肌肥大,相关症状,乏力
局限性肾坏死,相关症状,尿蛋白
局限性肾坏死,相关症状,肾功能衰竭
局限性肾坏死,相关症状,失血过多
局限性肾坏死,相关症状,食欲减退
局限性肾坏死,相关症状,水肿
局限性肾坏死,相关症状,休克
局限性肾坏死,相关症状,意识障碍
局限性肌张力障碍,相关症状,紧张
局灶症状,相关症状,水肿
桡骨头发育不良,相关症状,桡骨茎突部局限性疼痛
桡骨头发育不良,相关症状,桡骨茎突剧痛
软骨发育不良与骨骼畸形,相关症状,消化不良
软骨发育不良与骨骼畸形,相关症状,维生素D缺乏
软骨发育不良与骨骼畸形,相关症状,营养不良
软骨发育不良与骨骼畸形,相关症状,股骨近侧端变宽
软骨发育不良与骨骼畸形,相关症状,骨质疏松
软骨发育不良与骨骼畸形,相关症状,驼背
软骨发育不良与骨骼畸形,相关症状,易激动
软骨发育不良与骨骼畸形,相关症状,自发性骨折
软骨发育不良与骨骼畸形,相关症状,骨皮质变薄
软骨发育不良与骨骼畸形,相关症状,骨痛
咀嚼肌痉挛,相关症状,紧张
桡骨茎突剧痛,相关症状,持续性疼痛
桡骨茎突剧痛,相关症状,关节扭伤
桡骨茎突剧痛,相关症状,结节
桡骨茎突剧痛,相关症状,剧烈疼痛
桡骨茎突剧痛,相关症状,剧痛
桡骨茎突剧痛,相关症状,桡骨茎突部局限性疼痛
桡骨茎突剧痛,相关症状,腕部疼痛
桡骨茎突剧痛,相关症状,无力
桡骨茎突剧痛,相关症状,运动功能障碍
染色体畸形,相关症状,常染色体畸变
染色体畸形,相关症状,睾丸发育不全
染色体畸形,相关症状,两性畸形
染色体畸形,相关症状,血管畸形
人格改变,相关症状,癫痫性人格改变
人格改变,相关症状,分裂型人格障碍
人格改变,相关症状,偏执型人格障碍
人格改变,相关症状,人格解体
热结节,相关症状,结节
热结节,相关症状,冷结节
热结节,相关症状,凉结节
热结节,相关症状,囊肿
热结节,相关症状,四肢无力
热结节,相关症状,温结节
热结节,相关症状,消瘦
热结节,相关症状,易饿
热衰竭,相关症状,恶心
热衰竭,相关症状,耳鸣
热衰竭,相关症状,昏迷
热衰竭,相关症状,昏睡
热衰竭,相关症状,疲劳
热衰竭,相关症状,热痉挛
热衰竭,相关症状,神志模糊
热衰竭,相关症状,头痛
热衰竭,相关症状,头晕
热衰竭,相关症状,胸闷
热衰竭,相关症状,虚脱
热衰竭,相关症状,血压偏低
热痉挛,相关症状,恶心
热痉挛,相关症状,耳鸣
热痉挛,相关症状,昏睡
热痉挛,相关症状,面色苍白
热痉挛,相关症状,皮肤湿冷
热痉挛,相关症状,神志不清
热痉挛,相关症状,头痛
热痉挛,相关症状,头晕
热痉挛,相关症状,血压下降
热痉挛,相关症状,晕厥
热痱,相关症状,白痱
热痱,相关症状,痱疹样皮疹
热痱,相关症状,高热
热痱,相关症状,红晕
热痱,相关症状,继发感染
热痱,相关症状,结痂
热痱,相关症状,脓痱
热痱,相关症状,脓疱
热痱,相关症状,疱疹
热痱,相关症状,丘疹
热痱,相关症状,瘙痒
热痱,相关症状,水泡
热痰口臭,相关症状,嗳气
热痰口臭,相关症状,高血压
热痰口臭,相关症状,咳嗽
热痰口臭,相关症状,口臭
热痰口臭,相关症状,口干
热痰口臭,相关症状,口苦
热痰口臭,相关症状,口腔溃疡
热痰口臭,相关症状,口舌生疮
热痰口臭,相关症状,免疫力下降
热痰口臭,相关症状,尿频
热痰口臭,相关症状,疲劳
热痰口臭,相关症状,气短
热痰口臭,相关症状,容易上火
热痰口臭,相关症状,舌苔厚腻
热痰口臭,相关症状,肾阴虚
热痰口臭,相关症状,失眠
热痰口臭,相关症状,食积口臭
热痰口臭,相关症状,糖尿
热痰口臭,相关症状,头昏
热痰口臭,相关症状,胃火
